StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,Q71,Q123,Q124,Q72,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,Q162,Q132_First Click,Q132_Last Click,Q132_Page Submit,Q132_Click Count,Q2,Q3,Q4,Q5,Q6,Q7,Q107_First Click,Q107_Last Click,Q107_Page Submit,Q107_Click Count,Q110,Q111,Q126,Q148,Q114_First Click,Q114_Last Click,Q114_Page Submit,Q114_Click Count,Q161,Q140_First Click,Q140_Last Click,Q140_Page Submit,Q140_Click Count,Q2,Q3,Q4,mistake,allocation_kw,allocation_lt,PROLIFIC_PID,SESSION_ID,STUDY_ID,round,hp_lt_1,hp_lt_2,hp_lt_3,hp_lt_4,hp_kw_1,hp_kw_2,hp_kw_3,memory_lt_-$4,memory_lt_$0,memory_lt_$2,memory_lt_$4,memory_kw_$0,memory_kw_$4,memory_kw_$6,memory_kw_$8,hp_kw_4,reasons_kw,reasons_lt,kw_first,attention_check,Q_DataPolicyViolations
2025-12-09 13:01:08,2025-12-09 13:08:34,0,,100,445,1,2025-12-09 13:08:34,R_2P6AWOkcLIbYUyA,,,,,,,anonymous,EN,1,,,1,1,3,0,0,2.115,0,not needing to owe them anything,giving them money for something they got for me,making it so we have the same about of money,"paying back a debt
",12.583,17.045,19.787,2,we will both have a total of 6 dollars,0,0,0.213,0,1,4,6,2,5,3,0,0,2.11,0,walking past someone that is asking for money,sending money to a friend for my part of the bill,sending money to someone for something that they brought for me,splitting the cost of something with someone,8.081,8.081,9.146,1,it gives them a good amount of money but also leaves me some for myself,0,0,0.206,0,23,2,,0,7,6,60650e72f3359295eb889c0f,69381d88132e522a11178c26,6937e69e78cf183d05203ffa,1,$0,$4,$2,'-$4,$0,$8,$6,,,,,walking past someone that is asking for money,splitting the cost of something with someone,sending money to someone for something that they brought for me,sending money to a friend for my part of the bill,$4,it gives them a good amount of money but also leaves me some for myself,,1,1,
2025-12-09 13:05:47,2025-12-09 13:12:04,0,,100,377,1,2025-12-09 13:12:05,R_2EGkbP1zKnJp0Pf,,,,,,,anonymous,EN,1,,,1,1,3,0,0,2.02,0,Splitting the money fairly 50.50,doing nothing,stealing someone's wallet,giving a homeless person spare change,1.765,2.902,4.234,2,I felt like being a dick ,0,0,0.213,0,1,4,6,2,5,3,0,0,2.111,0,"Paying for a small amount of essentials, bread milk etc",buying myself a sandwich on the go,A tiny amount of essentials being bought at the store,Doing nothing,2.444,9.341,10.562,4,Half and half seems perfectly fair to me.. ,0,0,0.108,0,24,2,,0,6,12,5ea950e4befef302772be716,69381e3825d69ae813539a41,6937e69e78cf183d05203ffa,1,$4,$0,'-$4,$2,$6,$4,$8,stealing someone's wallet,doing nothing,giving a homeless person spare change,Splitting the money fairly 50.50,Doing nothing,buying myself a sandwich on the go,"Paying for a small amount of essentials, bread milk etc",A tiny amount of essentials being bought at the store,$0,Half and half seems perfectly fair to me.. ,I felt like being a dick ,1,1,
2025-12-09 13:24:22,2025-12-09 13:32:53,0,,100,511,1,2025-12-09 13:32:53,R_8SqNt4ouEqQUMkK,,,,,,,anonymous,EN,1,,,1,1,3,0,0,2.12,0,Being selfish in a game,Giving them a gift at my expense,Being a bully,Playing a game fairly,2.113,13.036,13.816,6,Because it's a fair and equal split ,0,0,0.106,0,1,4,6,2,5,3,0,0,2.122,0,Finding a hoard of heavily reduced food and keeping it all to myself ,Taking turns in a game and being fair ,"Donating to charity, but not as much as I could ",Giving them a gift at my expense,1.913,7.07,7.649,4,Because it's the most equal and fair way to split it. I feel awful if I don't behave fairly. ,0,0,0.213,0,39,1,7,0,6,6,5cc39aa64d7a7f0001817c43,693822e2cd87fb294e80fb81,6937e69e78cf183d05203ffa,1,$0,$4,'-$4,$2,$0,$6,$4,Being a bully,Being selfish in a game,Playing a game fairly,Giving them a gift at my expense,Finding a hoard of heavily reduced food and keeping it all to myself ,"Donating to charity, but not as much as I could ",Taking turns in a game and being fair ,Giving them a gift at my expense,$8,Because it's the most equal and fair way to split it. I feel awful if I don't behave fairly. ,Because it's a fair and equal split ,1,1,
2025-12-09 13:35:59,2025-12-09 13:42:35,0,,100,396,1,2025-12-09 13:42:36,R_6mUvPquXLpGXJAZ,,,,,,,anonymous,EN,1,,,1,1,3,0,0,2.131,0,its a small amount of money so it feels like buying something inconsequential,leaving no tip for a waiter or waitress at a restaurant,leaving a ten percent tip for a waiter or waitress,leaving the change for a purchase to the counter person,16.4,16.4,17.971,1,"both of us would have the same amount of money, only seems fair since i was allocated more to begin with",0,0,0.213,0,1,4,6,2,5,3,0,0,2.016,0,giving an above average tip at a restaurant,leaving a decent tip at the restaurant,skipping out on the tip altogether,splitting the bill with another person,7.94,7.94,9.411,1,i received all the money so it seemed fair to split it evenly ,0,0,0.227,0,51,1,6,0,6,6,675c5393b9b2d381baa880c2,693825b740e11b42c3f47743,6937e69e78cf183d05203ffa,1,$2,$0,'-$4,$4,$8,$4,$0,leaving a ten percent tip for a waiter or waitress,leaving no tip for a waiter or waitress at a restaurant,its a small amount of money so it feels like buying something inconsequential,leaving the change for a purchase to the counter person,skipping out on the tip altogether,leaving a decent tip at the restaurant,splitting the bill with another person,giving an above average tip at a restaurant,$6,i received all the money so it seemed fair to split it evenly ,"both of us would have the same amount of money, only seems fair since i was allocated more to begin with",0,1,
2025-12-09 13:40:37,2025-12-09 13:46:25,0,,100,348,1,2025-12-09 13:46:25,R_2M8SXxzVEZt553X,,,,,,,anonymous,EN,1,,,1,1,3,0,0,2.006,0,Keeping more for yourself,Keeping more for yourself,Keeping more for yourself,Keeping more for yourself,2.398,10.63,11.505,2,Splitting it evenly,0,0,0.213,0,1,4,6,2,5,3,0,0,2.005,0,Split or steal,Giving them more than half,Less than half,Even,13.885,19.733,20.494,6,Splitting it in half,0,0,0.214,0,28,1,12,0,6,6,6661b48a07e7867867d69d5c,693826c456127b6c714a22a9,6937e69e78cf183d05203ffa,1,$2,$4,$0,'-$4,$0,$8,$4,Keeping more for yourself,Keeping more for yourself,Keeping more for yourself,Keeping more for yourself,Split or steal,Less than half,Even,Giving them more than half,$6,Splitting it in half,Splitting it evenly,1,1,
2025-12-09 13:44:23,2025-12-09 13:49:01,0,,100,277,1,2025-12-09 13:49:01,R_2wzfrB2nw9lugU1,,,,,,,anonymous,EN,1,,,1,1,3,0,0,2.111,0,sending pocket money,being paid for money owed,breaking even,pocket money,11.488,11.488,12.716,1,I feel like I need the money more right now,0,0,0.102,0,1,4,6,2,5,3,0,0,2.012,0,not owing any money to anyone,Paying for a team lunch,paying money owed,paying for a coffee,4.797,6.981,7.716,3,I need the money this month,0,0,0.213,0,35,1,5,0,12,12,5fc10c9ec1c0520a44a0d902,693827b0fb44b0e7b9430ad8,6937e69e78cf183d05203ffa,1,$2,'-$4,$0,$4,$0,$8,$6,being paid for money owed,breaking even,sending pocket money,pocket money,not owing any money to anyone,paying for a coffee,paying money owed,Paying for a team lunch,$4,I need the money this month,I feel like I need the money more right now,0,1,
2025-12-09 13:47:34,2025-12-09 13:50:56,0,,100,201,1,2025-12-09 13:50:56,R_6RpwmkSB87VYjKB,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,66d7322c176f699554b713cb,6938281f4406e984d0a52280,6937e69e78cf183d05203ffa,1,'-$4,$2,$0,$4,$4,$6,$0,,,,,,,,,$8,,,,0,
2025-12-09 13:48:02,2025-12-09 13:50:57,0,,100,175,1,2025-12-09 13:50:58,R_8ZyDTUMThxgRqG5,,,,,,,anonymous,EN,1,,,1,1,3,0,0,2.009,0,nothin,equality,nothing,generosity,2.052,2.052,3.838,1,want to keep it for myself,0,0,0.207,0,1,4,6,2,5,3,0,0,2.01,0,nothing,nothing,nothing,fairness and equality,5.242,7.757,8.696,4,I want to keep all the money for myself,0,0,0.207,0,20,2,,0,12,12,5e0a095a54ff2329aa070d54,6938288afb44b0e7b9430af2,6937e69e78cf183d05203ffa,1,$0,$2,'-$4,$4,$0,$8,$4,nothing,nothin,equality,generosity,nothing,nothing,fairness and equality,nothing,$6,I want to keep all the money for myself,want to keep it for myself,1,1,
2025-12-09 13:45:42,2025-12-09 13:51:02,0,,100,320,1,2025-12-09 13:51:03,R_22OWok7IJ1ERHpq,,,,,,,anonymous,EN,1,,,1,1,3,0,0,2.11,0,Not sharing your income with your partner,being greedy,"some share but not lots, more like a token ",a little more generous,3.973,12.877,14.271,8,I think it was sharing some as a token ,0,0,0.207,0,1,4,6,2,5,3,0,0,2.014,0,Not sharing and being greedy,sharing half is very fair,over half is extremely generous ,slightly generous ,7.322,12.474,13.757,6,It is below half and a token gesture,0,0,0.21,0,38,1,10,0,8,10,66902beeac0559a80fe53186,693827fd93e9975f7bbc1acf,6937e69e78cf183d05203ffa,1,$0,'-$4,$2,$4,$0,$6,$8,being greedy,Not sharing your income with your partner,"some share but not lots, more like a token ",a little more generous,Not sharing and being greedy,slightly generous ,sharing half is very fair,over half is extremely generous ,$4,It is below half and a token gesture,I think it was sharing some as a token ,0,1,
2025-12-09 13:46:51,2025-12-09 13:51:40,0,,100,289,1,2025-12-09 13:51:41,R_3cJVXq8VG11eUtH,,,,,,,anonymous,EN,1,,,1,1,3,0,0,2.116,0,Communism,Chance - you get what you get,No idea.,Theft?,2.505,4.576,5.396,6,I am not going to change pre-determined outcomes.,0,0,0.107,0,1,4,6,2,5,3,0,0,2.03,0,Lottery - no guarantees.,Socialism/Communism.,"I have no clue, this is not similar to anything I can think of.",No idea.,4.202,5.267,9.095,2,If I have a chance to get $12 I would take it. ,0,0,0.225,0,39,1,1,1,12,8,675c64b95d8683943d557b71,69382846438b3df5f7089262,6937e69e78cf183d05203ffa,1,$4,$0,$2,'-$4,$0,$6,$4,Theft?,Chance - you get what you get,No idea.,Communism,Lottery - no guarantees.,"I have no clue, this is not similar to anything I can think of.",Socialism/Communism.,No idea.,$8,If I have a chance to get $12 I would take it. ,I am not going to change pre-determined outcomes.,1,1,
