StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q181,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Q210,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q211,Q215,Q213,Q214,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,round,transfer,story,story1tit,attention_check,Q_DataPolicyViolations
2025-12-02 14:34:57,2025-12-02 14:35:16,IP Address,,100,19,True,2025-12-02 14:35:16,R_2xfxRhgNtdmpJ0B,,,,,,,anonymous,EN,,,Not interested at all,,,,,,,,,,,,,,,,,,,,,,,,,,0,,646cbbad8fd96d0ae55153a8,692ef90828b9edf3355f43da,692eb43c8ab737cd5f65d153,lt,1,,2,The Splitting Decision,0,
2025-12-02 14:33:12,2025-12-02 14:35:33,IP Address,,100,141,True,2025-12-02 14:35:33,R_5cvZJTNOysH94c5,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,James was struggling and got an unexpected email from a government agency that he qualified for aid.  He saw his neighbor there who also applied but did not get the aid and wondered if he should share it. ,0,0,3.005,0,9.187,11.13,12.947,2,I wasn't going to take from them but I also need every dollar I can get right now,,,,,,,,,,37,Yes,1,0,8,5a6c9c583fb6420001c308d7,692ef8a3c0b19b23d181f583,692eb43c8ab737cd5f65d153,lt,1,0,4,The Aid Program,1,
2025-12-02 14:32:29,2025-12-02 14:36:21,IP Address,,100,232,True,2025-12-02 14:36:21,R_80OleJRagdBVxGw,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James applied for government funding and was selected, and then found out that his neighbour Mark also applied but was not selected. He felt that he had to choose whether to help Mark or not.",0,0,3.112,0,8.236,8.236,14.3,1,"I think that each person should get the same amount of money, since there's no reason for that not to be the case. I don't mind if that means I get allocated less money, because I don't think I deserve to have more than my partner.",,,,,,,,,,23,No,,0,6,6144d8d264b28a29e10ad3de,692ef8784334e2cd82ddd189,692eb43c8ab737cd5f65d153,lt,1,2,4,The Aid Program,1,
2025-12-02 14:33:17,2025-12-02 14:36:38,IP Address,,100,200,True,2025-12-02 14:36:39,R_2CpcUQuOx8J0ivU,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve received a performance bonus, as his team exceeded their sales target. The full bonus was allocated to him, but he was given the choice to allocate a percentage of it to his teammate Max, who had significantly contributed to the team's success.",,,,,,,,,,0,0,2.113,0,4.171,4.171,9.001,1,"I chose this allocation as it seemed the most fair distribution, as we both receive the same amount of money. ",25,No,,0,6,6062d142077e1d0ec0c9361a,692ef8a9e288c45f16c446ca,692eb43c8ab737cd5f65d153,kw,1,6,2,The Splitting Decision,1,
2025-12-02 14:33:26,2025-12-02 14:36:47,IP Address,,100,201,True,2025-12-02 14:36:47,R_5rogdAKpwvfc0lv,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,Steve was given the full bonus and the decision to allocat ethe money to his team is up to him.,0,0,3.114,0,13.172,16.515,17.908,2,Seems fair given that my partner did quit a bit of work on this project.,,,,,,,,,,26,Yes,5,0,5,67acec8db57cdba0b5e9415e,692ef8ae8102de9bf38bb7c6,692eb43c8ab737cd5f65d153,lt,1,3,2,The Splitting Decision,1,
2025-12-02 14:33:01,2025-12-02 14:36:57,IP Address,,100,236,True,2025-12-02 14:36:58,R_85ASFjOyOi6QWlJ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,Steves boss called hi and let him know there has been a bonus for the teams performance. He can keep it all or he can choose to give some to his team mate Max. ,0,0,3.009,0,15.074,17.45,18.19,2,I felt like I had a slightly higher amount and by giving 2 to the other person balances it out and we would have 6 each. ,,,,,,,,,,33,Yes,5,0,6,67768f63baecfc05b79b20b8,692ef897ba24f8fd20d1e7fe,692eb43c8ab737cd5f65d153,lt,1,2,2,The Splitting Decision,1,
2025-12-02 14:33:28,2025-12-02 14:37:03,IP Address,,100,215,True,2025-12-02 14:37:03,R_8M0vF2U8J6ZqXzR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,james was low on money and was approved for welfare. On the way to collect the money he bumped into mark who wasn't getting welfare. he was conflicted if he should share his funding.,0,0,3.022,0,9.977,17.033,18.707,2,I just decided to keep it all and not share it for once- I was purely thinking of myself,,,,,,,,,,35,Yes,10,0,8,6149d516a3c16102a1a816bb,692ef8b1b6dccd6a3b6b81a8,692eb43c8ab737cd5f65d153,lt,1,0,4,The Aid Program,1,
2025-12-02 14:33:12,2025-12-02 14:37:09,IP Address,,100,237,True,2025-12-02 14:37:09,R_8tuqRMPpTjIkEGS,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,Steves team were awarded a bonus. Steve had to make a decision whether to keep the bonus for himself or share it with Max. ,,,,,,,,,,0,0,2.012,0,6.774,8.433,9.826,3,Its morally fair to share my earnings with the other person. I would expect the same.,47,Yes,15,0,6,62fb7a556d690575998ccb79,692ef8a2d4cde5e11e615b32,692eb43c8ab737cd5f65d153,kw,1,6,2,The Splitting Decision,1,
2025-12-02 14:32:41,2025-12-02 14:37:11,IP Address,,100,270,True,2025-12-02 14:37:12,R_8XpuBHaYDT4H4oo,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James successfully applied for welfare benefits as a consequence of his personal financial situation.

As he went to collect his welfare benefit he met his neighbour, Mark, and learned Mark's own application for the same benefits was unsuccessful, for reasons unknown.

James now had to choose whether to keep the welfare money he had applied for himself or share.",,,,,,,,,,0,0,2.01,0,6.977,6.977,9.173,1,I thought it prudent to share equally.  We are both starting out with noting and sharing is beneficial to both parties noting the other participant was allocated none of the available funds.,48,Yes,10,0,6,5d7cc2a885d34b0001657ea7,692ef88137dea5dd70718046,692eb43c8ab737cd5f65d153,kw,1,6,4,The Aid Program,1,
2025-12-02 14:34:21,2025-12-02 14:37:34,IP Address,,100,192,True,2025-12-02 14:37:34,R_8dujrZ0CFCn7KCZ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve's team received a performance bonus for exceeding sales targets. The full bonus was allocated to Steve, but he could choose to give some to his teammate Max if he wanted.",0,0,3.013,0,10.584,10.584,12.241,1,I wanted to get as much money as possible for myself. ,,,,,,,,,,25,No,,0,12,676b89007874c8eace113276,692ef8e8dee5a2a74b47859d,692eb43c8ab737cd5f65d153,lt,1,-4,2,The Splitting Decision,1,
2025-12-02 14:34:03,2025-12-02 14:37:42,IP Address,,100,219,True,2025-12-02 14:37:42,R_3itgcKxkQQiBK1o,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve is the leader of the team and his team received a sales bonus. He worked hard on it, but so did Max. Steve gets the full bonus, but can give some to Max if he chooses.",0,0,3.008,0,18.488,18.488,19.505,1,I liked the way the money was split and I think not changing it is fine as I am not taking more than I was initially allocated,,,,,,,,,,39,Yes,3,0,8,5ae11f9709eae20001132c22,692ef8d2c60a2f9738ccb965,692eb43c8ab737cd5f65d153,lt,1,0,2,The Splitting Decision,1,
2025-12-02 14:35:03,2025-12-02 14:37:43,IP Address,,100,159,True,2025-12-02 14:37:43,R_8fTZcAx8uxjzPkf,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..is irrelevant for your final payment,,,,,,,,,,,,,,,,,,,,,,,1,,5bfe0d18e373c90001b57c71,692ef910468c4070c6d138cb,692eb43c8ab737cd5f65d153,kw,1,,4,The Aid Program,1,
2025-12-02 14:33:37,2025-12-02 14:37:47,IP Address,,100,250,True,2025-12-02 14:37:47,R_1OVhlgU2ARzqGdO,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve's work team earns a bonus for exceeding a sales target. Steve is given the full bonus and has the decision to allocate some of it to another major contributor in the team, Max.",,,,,,,,,,0,0,2.016,0,7.321,7.321,8.639,1,It seems fair for both of us to receive the same amount of money.,29,Yes,1,0,6,64010f32f8dee9772983c7cd,692ef8b987d37575cc907dad,692eb43c8ab737cd5f65d153,kw,1,6,2,The Splitting Decision,1,
2025-12-02 14:35:06,2025-12-02 14:37:52,IP Address,,100,165,True,2025-12-02 14:37:52,R_2HOJvZE8YycMZlF,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve's team have been working hard and a bonus has been allocated to Steve, of which he can allocate some of that bonus to his teammate Max if he wishes.",0,0,3.008,0,9.52,9.52,12.579,1,I am doing this for money so the more money for me the better.,,,,,,,,,,27,Yes,12,0,12,6772eff8639aab095a935a05,692ef915277b2d07c7d69582,692eb43c8ab737cd5f65d153,lt,1,-4,2,The Splitting Decision,1,
2025-12-02 14:34:35,2025-12-02 14:37:59,IP Address,,100,203,True,2025-12-02 14:37:59,R_5oo14RKp7yT2tgB,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,Steve and his team were awarded a performance bonus. He has the option to keep the full amount or split it up with his team members. ,,,,,,,,,,0,0,2.002,0,8.259,8.259,9.295,1,I wanted to be fair and equal. I kept 6 and gave the other person 6.,23,No,,0,6,68c96774c5a755579634545f,692ef8f5e61defeb95c2ef9d,692eb43c8ab737cd5f65d153,kw,1,6,2,The Splitting Decision,1,
2025-12-02 14:33:04,2025-12-02 14:38:13,IP Address,,100,308,True,2025-12-02 14:38:13,R_8n6M5ZykXukVfmj,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James was selected for financial assistance from the government welfare agency, which he had applied to months ago. When he goes to collect the money, he sees his neighbour, Mark, who wasn't selected despite applying. He's now in a predicament as he needs the money himself, but is unsure if he should give some to Mark too.",,,,,,,,,,0,0,2.109,0,7.265,9.214,10.019,2,I seriously need the money at this time. I don't know this person at all. They're likely already getting paid for the study.,22,No,,0,12,56d1f7f67bbc32000589a588,692ef89c021292be21247263,692eb43c8ab737cd5f65d153,kw,1,0,4,The Aid Program,1,
2025-12-02 14:33:13,2025-12-02 14:38:13,IP Address,,100,299,True,2025-12-02 14:38:13,R_85XALQ9SI6qI1sh,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,James wasn’t do too well financially but one day he has a message from the government telling him he was entitled to some aid. He bumped into his neighbor Mark who also applied for this aid but was turned down. James has to decide whether to give up some of the money to Mark or keep it himself. ,0,0,3.018,0,6.215,16.016,16.983,8,I would just like to be kind in this instance as it’s the moral thing to do. ,,,,,,,,,,49,Yes,10,0,0,5bf7290ed5ec8200015d07e7,692ef8a132f6df723f959c67,692eb43c8ab737cd5f65d153,lt,1,8,4,The Aid Program,1,
2025-12-02 14:35:24,2025-12-02 14:38:13,IP Address,,100,168,True,2025-12-02 14:38:13,R_1lLKTfLrVfTHf1s,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve, who worked hard to meet the sales target as a leader, is allocated a bonus that he can choose to share with his teammate, Max.",,,,,,,,,,0,0,2.003,0,3.201,3.201,4.718,1,I think it's only fair to share the allocation equally since I didn't do anything special to earn it all.,26,Yes,5,0,6,5e7fefe06c12706d47e35211,692ef92891865c9b7b925f89,692eb43c8ab737cd5f65d153,kw,1,6,2,The Splitting Decision,1,
2025-12-02 14:34:19,2025-12-02 14:38:14,IP Address,,100,235,True,2025-12-02 14:38:15,R_7ldhTBN0U3KGehb,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,James was having hard times and was selected for financial assistance. He went to collect and saw an acquaintance who is also having hard times. He is considering splitting the money with him but barely knows the man.,0,0,3.013,0,4,15.216,16.921,4,I'd rather have it and they are still getting something decent.,,,,,,,,,,59,Yes,20,0,8,5d16ab9b59da87001ac41a61,692ef8e2f2d760f466775a10,692eb43c8ab737cd5f65d153,lt,1,0,4,The Aid Program,1,
2025-12-02 14:35:46,2025-12-02 14:38:19,IP Address,,100,152,True,2025-12-02 14:38:19,R_8Qid7fmg8PgPcR4,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,Steve's team were awarded a performance bonus. Steve needed to decide whether to keep the full bonus or give some to Max. ,,,,,,,,,,0,0,2.008,0,2.759,7.462,8.533,2,It's great to even receive a little bonus! I am aware that some people are struggling more in December and would rather someone else got extra.,28,Yes,8,0,3.5,6658c063dd60f6a0b5dcb002,692ef93a6fc952a817f73f9c,692eb43c8ab737cd5f65d153,kw,1,8.5,2,The Splitting Decision,1,
2025-12-02 14:33:56,2025-12-02 14:38:26,IP Address,,100,269,True,2025-12-02 14:38:26,R_8PCfO7pAhkxQzTK,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,James is broke and needs help with funding. A government agency he applied for has gotten back to him and said they will provide the money he needs. While at the agency he sees Mark a neighbour who also applied for the money but didn't get it. He now has a debate whether or not to help him out.,,,,,,,,,,0,0,2.016,0,7.903,8.995,10.53,2,I wanted it all for myself because that's how life is. Cruel,37,Yes,6,0,12,5bb5ddb068558a000125ab50,692ef8c8b2ede2f74a7a42e0,692eb43c8ab737cd5f65d153,kw,1,0,4,The Aid Program,1,
